district_id,district_name,population,unemployment_pct,single_parent_pct,welfare_pct,child_poverty_pct,unemployment_change,single_parent_change,welfare_change,child_poverty_change,deprivation_score
011001,Tiergarten Süd,16254.0,3.5967662101963374,22.191528545119706,11.621754645010459,24.880382775119617,-1.2503560919619359,0.01890949750065829,-1.5349166706566724,-5.577057873403831,-0.24450847267872186
011002,Regierungsviertel,13725.0,2.144933346697404,22.416713721061544,5.7632058287796,14.369310793237972,-0.5562854959511081,1.7336017666023409,-0.5734902620148512,-3.732878987783927,-0.8505722584343873
011003,Alexanderplatz,61297.0,2.6706165852364423,26.023010319060607,7.289100608512651,16.013651877133107,-0.7300583936704665,-0.008573990669397347,0.22496206377995165,-1.9004763503110453,-0.5190097218668311
011004,Brunnenstraße Süd,32422.0,1.5054265375189637,21.39418791228383,3.491456418481278,5.292536696299359,-0.5322543875234882,-0.7401994394948268,-0.5451938025733774,-1.5974759459256722,-1.241774797089475
012005,Moabit West,47057.0,4.90613266583229,26.090979182729374,14.299679112565611,31.87454412837345,-1.6025226133147923,0.7161785447708411,-0.6975853583830709,-5.277449852062972,0.34186322004187125
012006,Moabit Ost,43047.0,3.9970254694181078,21.59399456955758,12.01709759100518,24.75836431226766,-1.4599602579617539,-0.6355787020269368,-1.3736105994987948,-5.019498575514799,-0.2122310837732
013007,Osloer Straße,38400.0,8.860051068592815,27.090808722053545,24.028645833333336,53.40013140604468,-1.8744323032727372,0.5778404223417297,-2.6180450145876044,-7.55578656585908,1.670043455898878
013008,Brunnenstraße Nord,40302.0,7.653290086608468,23.544433094994893,23.041040146890975,48.23116803903629,-2.1806635349203045,0.5503290191169121,-1.9048789735630507,-5.286762056288268,1.2193986222323914
014009,Parkviertel,46109.0,6.04171661472069,29.188361408882084,15.582641132967535,39.074504198677865,-1.670248339190052,0.192539035371329,-1.416789665228535,-5.743119492185265,0.8132821130962355
014010,Wedding Zentrum,56986.0,7.556463511519691,25.9464346253814,21.061313305022285,48.685269653877114,-1.8720351101125736,0.5225154788345137,-1.9322718696035182,-6.913134601442032,1.24772540630355
021001,Südliche  Friedrichstadt,41457.0,8.99016393442623,23.05876180482686,25.286441372988882,51.63461538461539,-2.2710051536305205,0.18828339175801645,-1.5547539838893556,-4.196379314480339,1.5112669181082095
022002,Tempelhofer Vorstadt,64846.0,3.9135537658343114,23.568643546070184,9.90037936033063,17.368357922514093,-1.0734811494403673,-0.14446212533104585,-1.0087394889793853,-2.952560325319123,-0.3558331793640427
023003,Nördliche Luisenstadt,20080.0,6.332231512087628,30.228590924599114,18.14741035856574,31.981795614398013,-2.3816725713623157,3.444046065398066,-1.531030567134625,-7.868125396660442,0.8744918060040434
023004,Südliche Luisenstadt,26536.0,4.803743673001624,27.982527982527984,13.038890563762436,22.54335260115607,-1.9978302449297978,1.8875896137894586,-1.2219982922606345,-4.618272818947812,0.19242952583175876
024005,Karl-Marx-Allee Nord,25509.0,3.5325335839460443,28.892331525948876,7.550276373044808,17.274867569158328,-0.8178110838405512,-0.9436413247298567,-0.6911464424694156,-2.731463548283898,-0.24549660495568065
024006,Karl-Marx-Allee Süd,26623.0,3.5277540133863416,29.904761904761905,9.277692221011907,24.007561436672965,-1.2594520469008907,-0.5711555264307577,-0.979713532763764,-3.8842600035355694,0.0031505906322011924
025007,Frankfurter Allee Nord,31645.0,3.1167622887269344,26.13065326633166,7.18280929056723,12.352106010411736,-1.181411280829951,0.18250670537172553,-0.94636309899421,-1.667478417579666,-0.535181196284457
025008,Frankfurter Allee Süd FK,56535.0,3.015955376832274,26.612138454243716,6.694967719112055,13.118450722907548,-0.9868832012175344,1.8133270143526659,-1.040823036472582,-2.3292594616447424,-0.5302066110061634
031001,Buch,17703.0,6.664245505719993,31.998822490432733,11.630797040049709,23.751686909581647,-0.8971356935365851,-3.304641125709619,-0.4648176256584158,-1.874447391688772,0.564614689230411
032002,Blankenfelde/Niederschönhausen,29386.0,2.396824589079436,23.020290896031604,5.009188048730688,8.223263740945889,-0.06679888100513631,-0.576039379197752,-0.049857440752925974,-0.16229925883798835,-0.9396830490047231
032003,Buchholz,18725.0,2.1953188054882973,20.22838499184339,4.6995994659546065,7.647250244061178,0.11609461087948736,-1.1208654245919227,0.04679529634713653,-0.537225234990462,-1.1220406963610257
033004,Karow,20152.0,3.0721489526764936,28.636363636363637,7.4037316395395,17.789001122334454,0.34336622705757414,0.3277279695266415,0.22387990804767544,1.6321849655182987,-0.30796173962201034
033005,Blankenburg/Heinersdorf/Märchenland,16574.0,2.1665410700828938,18.187964841108858,4.072643900084469,8.740978348035284,0.029452238095499794,-0.08520225974711337,0.11994974374751033,0.44808024481516995,-1.2303859331926355
034006,Schönholz/Wilhelmsruh/Rosenthal,18919.0,2.3815251383209044,21.071535468422628,4.418838204979122,7.686703096539162,0.12472214011331095,0.6135662005708653,0.2773646108863401,0.5568376909371251,-1.0710054402813254
034007,Pankow Zentrum,37752.0,2.9689661988535283,27.543391188251004,5.73479550752278,10.203442879499217,-0.23725884799728236,0.5178191828674237,-0.3420036331861347,-0.6815401608954801,-0.5864988782234373
034008,Pankow Süd,36897.0,3.020108570991666,30.944407233757538,5.65628641895005,10.85603112840467,-0.569593697248937,-0.669712026009428,-0.8997603659847533,-2.4396667497343234,-0.40739302666720356
035009,Weißensee,40966.0,3.553144600779793,27.06114398422091,6.966752917053166,11.176379656824857,-0.6727666226052667,-1.5521781774883507,-0.32475317204811294,-1.6269409051163937,-0.47087444369798503
035010,Weißensee Ost,15887.0,4.612834015993759,33.843058350100605,8.063196324038522,19.443155452436194,-0.48930653722684525,-2.166979291053721,-0.2548735300636693,-1.9578107311386859,0.1817253794912499
036011,Prenzlauer Berg Nordwest,27506.0,2.799363780958873,24.954710144927535,4.857122082454738,7.517805328409391,-0.46668612091945594,0.7458859361033277,-0.5875240155488921,-0.16062806504590288,-0.8192444228570711
036012,Prenzlauer Berg Nord,27605.0,2.998029464201933,30.95304251180884,5.038942220612208,8.53110968569596,-0.35713378560824127,0.28148494973208926,-1.1151842140753487,-2.801153556679642,-0.47959627673120514
036013,Helmholtzplatz,22992.0,2.821215540867322,24.950248756218908,5.11482254697286,6.71751246699912,-0.5216794282412391,0.005763189971684568,-0.8805622049575561,-1.0883348222430032,-0.8208530741007274
036014,Prenzlauer Berg Ost,28475.0,5.333897766959467,31.73894557823129,9.755926251097453,22.70935960591133,-0.7876240956186136,0.424423898947051,-0.8485744107645861,-1.8658037927814775,0.2976240317493287
037015,Prenzlauer Berg Südwest,27506.0,2.0696617869762743,24.286007807684403,3.722824111103032,4.97090203685742,-0.29001428116111727,0.600756720298083,-0.749257479622627,-1.114243728991724,-1.0326607550583184
037016,Prenzlauer Berg Süd,33723.0,2.567171093267449,26.07619990103909,4.860184443851377,7.154150197628459,-0.43760834730294995,0.8288331598964156,-0.7282520430772133,-1.1173631554872685,-0.7986944879525557
041001,Charlottenburg Nord,19350.0,8.087828765500356,34.68454739408717,18.527131782945734,42.012261089073206,-0.7144571302056519,0.04381943676052913,-1.253314539787862,-5.175467179736145,1.4977661997143232
042002,Heerstraße,13029.0,2.054095432508293,23.095944609297725,5.357279914037916,11.042566317088218,0.4268388853432792,3.609863238848046,2.1282570577716173,3.9373031591934815,-0.9080498785322603
042003,Westend,28022.0,3.127120560959059,23.736144904028116,6.487759617443438,14.487632508833922,-0.32580179039684465,0.8098462910283857,0.14028943185314802,-1.0837498155428982,-0.6394971851730782
